"icao","iata","name","city","country","latitude","longitude"
"SMDA","DRJ","Drietabbetje Airport","Drietabbetje","Suriname","4.111359","-54.672766"
"SMDJ","DOE","Djumu-Djomoe Airport","Djumu-Djomoe","Suriname","4.005712611","-55.48164368"
"SMDO","LDO","Ladouanie Airport","Aurora","Suriname","4.376108283","-55.40705681"
"SMDU","","Alalapadu Airstrip","Alapadu","Suriname","2.5235","-56.3247"
"SMGH","","Godo Holo Airstrip","Pikienkondre of Miranda","Suriname","4.0583","-54.7861"
"SMJP","PBM","Johan Adolf Pengel International Airport","Zandery","Suriname","5.452829838","-55.18780136"
"SMKA","","Kabalebo Airport","Kabalebo","Suriname","4.406","-57.223"
"SMKE","","Kayser Airport","Kayser","Suriname","3.094343","-56.472702"
"SMLA","","Lawa Anapaike Airstrip","Anapaike","Suriname","3.411301","-54.028049"
"SMMO","MOJ","Moengo Airstrip","Moengo","Suriname","5.6076","-54.4003"
"SMNI","ICK","Nieuw Nickerie Airport","Nieuw Nickerie","Suriname","5.955560207","-57.03939819"
"SMPA","OEM","Vincent Fayks Airport","Paloemeu","Suriname","3.345279932","-55.44250107"
"SMPE","","Poeketi Airstrip","Poeketi","Suriname","4.126389","-54.623611"
"SMPT","","Apetina Airstrip","Apetina","Suriname","3.50278","-55.058791"
"SMSI","","Sipaliwini Airport","Sipaliwini","Suriname","2.026438","-56.126412"
"SMSK","","Sarakreek Airstrip","Sarakreek","Suriname","4.319444","-54.966667"
"SMSM","","Kwamalasoemoetoe Airport","Kwamelasemoetoe","Suriname","2.354427","-56.792431"
"SMST","SMZ","Stoelmanseiland Airport","Stoelmans Eiland","Suriname","4.349999905","-54.41666794"
"SMTP","KCB","Tepoe Airstrip","Kasikasima","Suriname","3.150000095","-55.71699905"
"SMWA","AGI","Wageningen Airstrip","Wageningen","Suriname","5.841128","-56.673328"
"SMWS","WSO","Washabo Airport","Washabo","Suriname","5.215277","-57.185302"
"SMZO","ORG","Zorg en Hoop Airport","Paramaribo","Suriname","5.81108","-55.190701"
"SNAI","APY","Alto Parnaíba Airport","Alto Parnaíba","Brazil","-9.083610535","-45.95055771"
"SNAL","APQ","Arapiraca Airport","Arapiraca","Brazil","-9.775360107","-36.62919998"
"SNAP","","Janaúba Airport","Janauba","Brazil","-15.732","-43.323102"
"SNAR","AMJ","Cirilo Queiróz Airport","Almenara","Brazil","-16.18389","-40.66722"
"SNAX","AIF","Marcelo Pires Halzhausen Airport","Assis","Brazil","-22.64","-50.453056"
"SNBA","BAT","Chafei Amsei Airport","Barretos","Brazil","-20.58449936","-48.59410095"
"SNBC","BDC","Barra do Corda Airport","Barra Do Corda","Brazil","-5.5025","-45.215833"
"SNBL","BVM","Belmonte Airport","Belmonte","Brazil","-15.87170029","-38.87189865"
"SNBM","","Cristiano Ferreira Varella Airport","Muriae","Brazil","-21.12610054","-42.39440155"
"SNBR","BRA","Barreiras Airport","Barreiras","Brazil","-12.07890034","-45.00899887"
"SNBS","BSS","Balsas Airport","Balsas","Brazil","-7.526030064","-46.05329895"
"SNBX","BQQ","Barra Airport","Barra","Brazil","-11.08080006","-43.14749908"
"SNCL","","Lorenzo Airport","Morro de Sao Paulo","Brazil","-13.38944435","-38.90999985"
"SNCP","CTP","Carutapera Airport","Carutapera","Brazil","-1.250277996","-46.01722336"
"SNCU","CPU","Cururupu Airport","Cururupu","Brazil","-1.821111","-44.866944"
"SNCW","","Centro de Lançamento de Alcântara Airport","Alcantara","Brazil","-2.372999907","-44.39640045"
"SNCX","QCH","Colatina Airport","Colatina","Brazil","-19.48699951","-40.57939911"
"SNDC","RDC","Redenção Airport","Redencao","Brazil","-8.033289909","-49.97990036"
"SNDT","DTI","Diamantina Airport","Diamantina","Brazil","-18.23200035","-43.65039825"
"SNDV","DIQ","Brigadeiro Cabral Airport","Divinopolis","Brazil","-20.1807003","-44.8708992"
"SNED","CNV","Sócrates Rezende Airport","Canavieiras","Brazil","-15.66699982","-38.95470047"
"SNFX","SXX","São Félix do Xingu Airport","Sao Felix do Xingu","Brazil","-6.6413","-51.9523"
"SNGA","GUZ","Guarapari Airport","Guarapari","Brazil","-20.64649963","-40.4919014"
"SNGD","GDP","Guadalupe Airport","Guadalupe","Brazil","-6.782219887","-43.5821991"
"SNGI","GNM","Guanambi Airport","Guanambi","Brazil","-14.20820045","-42.74610138"
"SNGN","QGP","Garanhuns Airport","Garanhuns","Brazil","-8.834280014","-36.47159958"
"SNIC","IRE","Irecê Airport","Irecê","Brazil","-11.33990002","-41.84700012"
"SNIG","QIG","Iguatu Airport","Iguatu","Brazil","-6.34664011","-39.29380035"
"SNIP","QIT","Itapetinga Airport","Itapetinga","Brazil","-15.24450016","-40.27719879"
"SNIU","IPU","Ipiaú Airport","Ipiaú","Brazil","-14.1338892","-39.73389053"
"SNJB","JCM","Jacobina Airport","Jacobina","Brazil","-11.16320038","-40.55310059"
"SNJK","JEQ","Jequié Airport","Jequié","Brazil","-13.87769985","-40.07160187"
"SNJN","JNA","Januária Airport","Januária","Brazil","-15.47379971","-44.38550186"
"SNJR","JDR","Prefeito Octávio de Almeida Neves Airport","São João Del Rei","Brazil","-21.08499908","-44.22472382"
"SNKE","CMP","Santana do Araguaia Airport","Santana do Araguaia","Brazil","-9.319970131","-50.32849884"
"SNKF","","Das Bandeirinhas Airport","Conselheiro Lafaiete","Brazil","-20.738585","-43.797444"
"SNKI","CDI","Cachoeiro do Itapemirim Airport","Cachoeiro Do Itapemirim","Brazil","-20.83429909","-41.18560028"
"SNKN","QCP","Currais Novos Airport","Currais Novos","Brazil","-6.280832767","-36.54027939"
"SNKV","","Fazenda Campo Verde Airport","Sihanoukville","Cambodia","1.042780042","-50.51670074"
"SNLO","SSO","São Lourenço Airport","São Lourenço","Brazil","-22.09090042","-45.04449844"
"SNMA","MTE","Monte Alegre Airport","Monte Alegre","Brazil","-1.995800018","-54.07419968"
"SNMU","MVS","Mucuri Airport","Mucuri","Brazil","-18.0489006","-39.86420059"
"SNMX","SBJ","São Mateus Airport","São Mateus","Brazil","-18.72130013","-39.83369827"
"SNMZ","PTQ","Porto de Moz Airport","Porto De Moz","Brazil","-1.741449952","-52.23609924"
"SNNU","NNU","Nanuque Airport","Nanuque","Brazil","-17.82329941","-40.32989883"
"SNOB","","Sobral Airport","Sobral","Brazil","-3.67889","-40.336802"
"SNOS","PSW","Municipal José Figueiredo Airport","Passos","Brazil","-20.73220062","-46.66180038"
"SNOU","FEJ","Feijó Airport","Feijó","Brazil","-8.140832901","-70.34722137"
"SNOX","ORX","Oriximiná Airport","Oriximina","Brazil","-1.714079976","-55.83620071"
"SNPC","PCS","Picos Airport","Picos","Brazil","-7.062059879","-41.52370071"
"SNPD","POJ","Patos de Minas Airport","Patos de Minas","Brazil","-18.67280006","-46.49119949"
"SNPX","PIV","Pirapora Airport","Pirapora","Brazil","-17.31690025","-44.86029816"
"SNQG","FLB","Cangapara Airport","Floriano","Brazil","-6.846389771","-43.07730103"
"SNRD","PDF","Prado Airport","Prado","Brazil","-17.29669952","-39.27119827"
"SNRU","CAU","Caruaru Airport","Caruaru","Brazil","-8.282389641","-36.01350021"
"SNSW","SFK","Soure Airport","Soure","Brazil","-0.699431002","-48.52099991"
"SNTF","TXF","9 de Maio - Teixeira de Freitas Airport","Teixeira de Freitas","Brazil","-17.52449989","-39.66849899"
"SNTI","OBI","Óbidos Airport","Óbidos","Brazil","-1.867169976","-55.51440048"
"SNTO","TFL","Juscelino Kubitscheck Airport","Teofilo Otoni","Brazil","-17.89229965","-41.5135994"
"SNVB","VAL","Valença Airport","Valenca","Brazil","-13.2965","-38.992401"
"SNVI","QID","Mélio Viana Airport","Três Corações","Brazil","-21.79059982","-45.26919937"
"SNVS","BVS","Breves Airport","Breves","Brazil","-1.636530042","-50.4435997"
"SNWC","CMC","Camocim Airport","Camocim","Brazil","-2.896179914","-40.85800171"
"SNYE","PHI","Pinheiro Airport","Pinheiro","Brazil","-2.483611107","-45.0672226"
"SNYH","ITI","Agropecuária Castanhais Airport","Cumaru Do Norte","Brazil","-8.699999809","-51.17416763"
"SNYW","GMS","Antônio Guerreiro Airport","Guimarães","Brazil","-2.109444","-44.651114"
"SNZA","PPY","Pouso Alegre Airport","Pouso Alegre","Brazil","-22.28919983","-45.91910172"
"SNZR","","Paracatu Airport","Paracatu","Brazil","-17.24259949","-46.8830986"
"SNZW","ITE","Ituberá Airport","Ituberá","Brazil","-13.7322216","-39.14166641"
"SOCA","CAY","Cayenne-Rochambeau Airport","Cayenne","French Guiana","4.819809914","-52.36040115"
"SOGS","GSI","Grand-Santi Airport","Grand-Santi","French Guiana","4.285833","-54.373056"
"SOOA","MPY","Maripasoula Airport","Maripasoula","French Guiana","3.6575","-54.037201"
"SOOG","OYP","Saint-Georges-de-l'Oyapock Airport","St.-georges Oyapock","French Guiana","3.897599936","-51.80410004"
"SOOM","LDX","Saint-Laurent-du-Maroni Airport","Saint-Laurent-du-Maroni","French Guiana","5.48306","-54.034401"
"SOOR","REI","Regina Airport","Regina","French Guiana","4.314720154","-52.13169861"
"SOOS","XAU","Saúl Airport","Saul","French Guiana","3.61361","-53.204201"
"SPAB","","Huancabamba Airport","Huancabamba","Peru","-5.256770134","-79.44290161"
"SPAO","APE","San Juan Aposento Airport","San Juan Aposento","Peru","-15.35389996","-75.167099"
"SPAR","ALD","Alerta Airport","Fortaleza","Peru","-11.68299961","-69.33300018"
"SPAS","AOP","Alferez FAP Alfredo Vladimir Sara Bauer Airport","Andoas","Peru","-2.796129942","-76.46659851"
"SPAT","","Aguas Calientes Airport","Aguas Calientes","Peru","-8.833330154","-74.6832962"
"SPAY","","Teniente General Gerardo Pérez Pinedo Airport","Atalaya","Peru","-10.72910023","-73.76650238"
"SPBB","MBP","Moyobamba Airport","Moyobamba","Peru","-6.01888895","-76.98832703"
"SPBC","","Caballococha Airport","Caballococha","Peru","-3.916860104","-70.5082016"
"SPBL","BLP","Huallaga Airport","Bellavista","Peru","-7.060560226","-76.5821991"
"SPBR","IBP","Iberia Airport","Iberia","Peru","-11.41160011","-69.48870087"
"SPCH","","Tocache Airport","Tocache","Peru","-8.182999611","-76.51699829"
"SPCL","PCL","Cap FAP David Abenzur Rengifo International Airport","Pucallpa","Peru","-8.377940178","-74.57430267"
"SPDR","TDP","Trompeteros Airport","Corrientes","Peru","-3.806010008","-75.03929901"
"SPEO","CHM","Teniente FAP Jaime A De Montreuil Morales Airport","Chimbote","Peru","-9.149609566","-78.52380371"
"SPEP","","Puerto Esperanza Airport","Puerto Esperanza","Peru","-9.768130302","-70.70649719"
"SPEQ","","Cesar Torke Podesta Airport","Moquegua","Peru","-17.17900085","-70.93080139"
"SPGM","TGI","Tingo Maria Airport","Tingo Maria","Peru","-9.133000374","-75.94999695"
"SPHI","CIX","Capitan FAP Jose A Quinones Gonzales International Airport","Chiclayo","Peru","-6.787479877","-79.82810211"
"SPHO","AYP","Coronel FAP Alfredo Mendivil Duarte Airport","Ayacucho","Peru","-13.15480042","-74.20439911"
"SPHY","ANS","Andahuaylas Airport","Andahuaylas","Peru","-13.70639992","-73.35040283"
"SPHZ","ATA","Comandante FAP German Arias Graziani Airport","Anta","Peru","-9.347439766","-77.5983963"
"SPIL","UMI","Quince Air Base","Quince Mil","Peru","-13.23330021","-70.75330353"
"SPIM","LIM","Jorge Chávez International Airport","Lima","Peru","-12.0219","-77.114305"
"SPIZ","UCZ","Uchiza Airport","Uchiza","Peru","-8.467000008","-76.34999847"
"SPJA","RIJ","Juan Simons Vela Airport","Rioja","Peru","-6.067860126","-77.16000366"
"SPJC","LIM","Jorge Chávez International Airport","Lima","Peru","-12.0219","-77.114305"
"SPJE","JAE","Shumba Airport","Jaén","Peru","-5.59248","-78.774002"
"SPJI","JJI","Juanjui Airport","Juanjui","Peru","-7.169099808","-76.72859955"
"SPJJ","JAU","Francisco Carle Airport","Jauja","Peru","-11.78310013","-75.4733963"
"SPJL","JUL","Inca Manco Capac International Airport","Juliaca","Peru","-15.46710014","-70.15820313"
"SPJN","SJA","San Juan de Marcona Airport","San Juan de Marcona","Peru","-15.35249996","-75.1371994"
"SPJR","CJA","Mayor General FAP Armando Revoredo Iglesias Airport","Cajamarca","Peru","-7.139180183","-78.48940277"
"SPLN","RIM","San Nicolas Airport","Rodriguez de Mendoza","Peru","-6.392310143","-77.50119781"
"SPLO","ILQ","Ilo Airport","Ilo","Peru","-17.69499969","-71.34400177"
"SPLP","","Las Palmas Air Base","Las Palmas","Peru","-12.16069984","-76.99890137"
"SPME","TBP","Capitan FAP Pedro Canga Rodriguez Airport","Tumbes","Peru","-3.55253005","-80.38140106"
"SPMF","MZA","Mayor PNP Nancy Flores Paucar Airport","Mazamari","Peru","-11.3254","-74.535598"
"SPMR","SMG","Santa Maria Airport","Santa María","Peru","-11.98333359","-77.0"
"SPMS","YMS","Moises Benzaquen Rengifo Airport","Yurimaguas","Peru","-5.893770218","-76.11820221"
"SPNC","HUU","Alferez Fap David Figueroa Fernandini Airport","Huánuco","Peru","-9.878809929","-76.20480347"
"SPOA","SQU","Saposoa Airport","Plaza Saposoa","Peru","-6.960030079","-76.7684021"
"SPOL","","Collique Airport","Collique","Peru","-11.92870045","-77.06109619"
"SPPY","CHH","Chachapoyas Airport","Chachapoyas","Peru","-6.201809883","-77.85610199"
"SPQT","IQT","Coronel FAP Francisco Secada Vignetta International Airport","Iquitos","Peru","-3.784739971","-73.30879974"
"SPQU","AQP","Rodríguez Ballón International Airport","Arequipa","Peru","-16.34110069","-71.58309937"
"SPRM","","Capitán FAP Leonardo Alvariño Herr Airport","San Ramon","Peru","-11.12860012","-75.35050201"
"SPRU","TRU","Capitan FAP Carlos Martinez De Pinillos International Airport","Trujillo","Peru","-8.081410408","-79.1088028"
"SPSO","PIO","Capitán FAP Renán Elías Olivera International Airport","Pisco","Peru","-13.74489975","-76.22029877"
"SPST","TPP","Cadete FAP Guillermo Del Castillo Paredes Airport","Tarapoto","Peru","-6.508739948","-76.37319946"
"SPSY","SYC","Shiringayoc Airport","Shiringayoc","Peru","-11.898","-69.0625"
"SPTN","TCQ","Coronel FAP Carlos Ciriani Santa Rosa International Airport","Tacna","Peru","-18.05330086","-70.27580261"
"SPTU","PEM","Padre Aldamiz International Airport","Puerto Maldonado","Peru","-12.61359978","-69.22859955"
"SPUR","PIU","Capitán FAP Guillermo Concha Iberico International Airport","Piura","Peru","-5.205749989","-80.61640167"
"SPWT","VVN","Las Malvinas/Echarate Airport","Las Malvinas","Peru","-11.854861","-72.939332"
"SPYL","TYL","Capitan Montes Airport","Talara","Peru","-4.576640129","-81.25409698"
"SPZA","NZC","Maria Reiche Neuman Airport","Nazca","Peru","-14.85400009","-74.96150208"
"SPZO","CUZ","Alejandro Velasco Astete International Airport","Cuzco","Peru","-13.53569984","-71.938797"
"SSAK","CZB","Carlos Ruhl Airport","Cruz Alta","Brazil","-28.65777779","-53.61055756"
"SSAP","APU","Captain João Busse Airport","Apucarana","Brazil","-23.609501","-51.384499"
"SSBG","BGV","Aeroclube de Bento Gonçalves Airport","Bento Gonçalves","Brazil","-29.1483326","-51.5363884"
"SSBL","BNU","Blumenau Airport","BLUMENAU","Brazil","-26.83060074","-49.09030151"
"SSBN","","Aeroclube De Belem Novo","Belen Novo","Brazil","-30.191666666666666","-51.18333333333333"
"SSBZ","BZC","Umberto Modiano Airport","Cabo Frio","Brazil","-22.770881","-41.96308"
"SSCE","","Aeroclube De Bagé","Bagé","Brazil","-31.33","-54.13333333333333"
"SSCK","CCI","Concórdia Airport","Concordia","Brazil","-27.18059921","-52.05270004"
"SSCL","CSS","Cassilândia Airport","Cassilândia","Brazil","-19.14638901","-51.68527985"
"SSCN","","Canela","Canela","Brazil","-29.365","-50.82666666666667"
"SSCP","CKO","Cornélio Procópio Airport","Cornélio Procópio","Brazil","-23.15250015","-50.60250092"
"SSDO","DOU","Dourados Airport","Dourados","Brazil","-22.2019","-54.926601"
"SSER","ERM","Erechim Airport","Erechim","Brazil","-27.66189957","-52.2682991"
"SSFB","FBE","Francisco Beltrão Airport","Francisco Beltrao","Brazil","-26.05920029","-53.06349945"
"SSGG","GPB","Tancredo Thomas de Faria Airport","Guarapuava","Brazil","-25.387501","-51.520199"
"SSGY","QGA","Guaíra Airport","Guaíra","Brazil","-24.08110046","-54.19169998"
"SSHH","","Helisul I Heliport","Foz do Iguassu","Brazil","-25.60416794","-54.49361038"
"SSHS","","Helisul IV Heliport","Foz Do Iguacu","Brazil","-25.61305618","-54.39805603"
"SSHZ","HRZ","Walter Bündchen Airport","Horizontina","Brazil","-27.63829994","-54.33909988"
"SSIJ","IJU","Ijuí Airport","Ijuí","Brazil","-28.36870003","-53.84659958"
"SSIQ","ITQ","Itaqui Airport","Itaqui","Brazil","-29.17309952","-56.5367012"
"SSJA","JCB","Santa Terezinha Airport","Joacaba","Brazil","-27.17140007","-51.55329895"
"SSKK","","Capão Da Canoa","Capão Da Canoa","Brazil","-29.763333333333332","-50.041666666666664"
"SSKM","CBW","Campo Mourão Airport","Campo Mourão","Brazil","-24.00919914","-52.35680008"
"SSKS","QDB","Cachoeira do Sul Airport","Cachoeira Do Sul","Brazil","-30.00189972","-52.94079971"
"SSKU","QCR","Curitibanos Airport","Curitibanos","Brazil","-27.28249931","-50.6114006"
"SSKW","OAL","Cacoal Airport","Cacoal","Brazil","-11.496","-61.4508"
"SSLN","LOI","Helmuth Baungarten Airport","Lontras","Brazil","-27.15999985","-49.54249954"
"SSLT","ALQ","Alegrete Novo Airport","Alegrete","Brazil","-29.81270027","-55.89339828"
"SSMF","QMF","Mafra Airport","Mafra","Brazil","-26.15889931","-49.8321991"
"SSMT","","Mostardas Airport","SANTO ANTONIO DO MATUPI","Brazil","-31.10359955","-50.91030121"
"SSNG","QGF","Montenegro Airport","Montenegro","Brazil","-29.71940041","-51.48939896"
"SSNH","","Novo Hamburgo","Novo Hamburgo","Brazil","-29.695","-51.08166666666666"
"SSOE","SQX","São Miguel do Oeste Airport","Sao Miguel do Oeste","Brazil","-26.78160095","-53.50350189"
"SSOG","APX","Arapongas Airport","Arapongas","Brazil","-23.3529","-51.491699"
"SSOS","","Osório","Osório","Brazil","-29.901666666666667","-50.25"
"SSOU","AIR","Aripuanã Airport","Aripuanã","Brazil","-10.188278","-59.457273"
"SSPG","PNG","Paranaguá Airport","Paranaguá","Brazil","-25.5401001","-48.53120041"
"SSPI","PVI","Paranavaí Airport","Paranavaí","Brazil","-23.08989906","-52.48849869"
"SSPN","PBB","Paranaíba Airport","Paranaíba","Brazil","-19.65119934","-51.19940186"
"SSQT","QAC","Castro Airport","Castro","Brazil","-24.80750084","-49.96030045"
"SSRS","BRB","Barreirinhas Airport","","Brazil","-2.756628","-42.805666"
"SSRU","SQY","São Lourenço do Sul Airport","São Lourenço Do Sul","Brazil","-31.38330078","-52.03279877"
"SSSB","QOJ","São Borja Airport","São Borja","Brazil","-28.6548996","-56.0345993"
"SSSC","","Santa Cruz Do Sul","Santa Cruz Do Sul","Brazil","-29.683333333333334","-52.413333333333334"
"SSSL","","São Leopoldo","São Leopoldo","Brazil","-29.79","-51.16"
"SSTL","TJL","Plínio Alarcom Airport","Tres Lagoas","Brazil","-20.75419998","-51.68420029"
"SSUM","UMU","Umuarama Airport","Umuarama","Brazil","-23.79870033","-53.31380081"
"SSVI","VIA","Videira Airport","Videira","Brazil","-26.99970055","-51.14189911"
"SSVP","CTQ","Santa Vitória do Palmar Airport","Santa Vitória Do Palmar","Brazil","-33.50222397","-53.3441658"
"SSVV","","Fazenda Vaticano Airport","Cruz","Brazil","-21.294443","-56.11861"
"SSXH","BMS","Sócrates Mariani Bittencourt Airport","Brumado","Brazil","-14.2554","-41.817501"
"SSXX","AXE","Xanxerê Airport","Xanxerê","Brazil","-26.87555695","-52.3730545"
"SSYA","AAG","Avelino Vieira Airport","Arapoti","Brazil","-24.103901","-49.789101"
"SSYT","","Itapiranga Airport","Itapiranga","Brazil","-27.14249992","-53.68579865"
"SSZR","SRA","Santa Rosa Airport","Santa Rosa","Brazil","-27.9067","-54.520401"
"SSZW","PGZ","Ponta Grossa Airport - Comandante Antonio Amilton Beraldo","Ponta Grossa","Brazil","-25.1847","-50.1441"
"SUAA","","Angel S Adami Airport","Montevideo","Uruguay","-34.7892","-56.264702"
"SUAG","ATI","Artigas International Airport","Artigas","Uruguay","-30.40069962","-56.50790024"
"SUBU","BUV","Bella Union Airport","Bella Union","Uruguay","-30.33333397","-57.08333206"
"SUCA","CYR","Laguna de Los Patos International Airport","Colonia","Uruguay","-34.45640182","-57.77059937"
